roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-8225,female,A,some high school,1,1,56,67,67,56,246,C
std-8226,female,B,some college,1,1,70,61,83,83,297,B
std-8227,female,B,high school,1,0,93,63,66,92,314,B
std-8228,female,C,some college,1,0,86,63,51,76,276,B
std-8229,female,B,bachelor's degree,0,0,42,83,75,72,272,B
std-8230,female,E,high school,1,0,67,62,68,55,252,B
std-8231,female,B,associate's degree,1,0,70,59,89,58,276,B
std-8232,female,E,some college,1,1,84,89,85,90,348,A
std-8233,female,E,some college,1,0,59,23,72,31,185,D
std-8234,female,A,some college,1,1,50,49,54,64,217,C
std-8235,female,E,high school,1,1,68,47,55,56,226,C
std-8236,female,A,some high school,1,1,65,88,94,76,323,A
std-8237,female,B,associate's degree,1,0,64,69,91,88,312,B
std-8238,female,E,bachelor's degree,1,1,56,57,96,77,286,B
std-8239,female,B,high school,0,1,50,72,94,47,263,B
std-8240,female,C,high school,0,1,93,41,43,74,251,B
std-8241,female,C,some high school,1,0,76,63,88,42,269,B
std-8242,female,B,associate's degree,1,0,81,90,77,80,328,A
std-8243,female,C,high school,0,0,44,100,87,43,274,B
std-8244,female,C,some college,1,0,92,48,88,91,319,B
std-8245,female,C,bachelor's degree,1,1,50,62,74,78,264,B
std-8246,female,D,high school,0,0,38,85,60,59,242,C
std-8247,female,D,high school,0,1,53,56,86,64,259,B
std-8248,female,B,some high school,1,1,54,75,63,43,235,C
std-8249,female,B,some high school,1,1,67,68,89,57,281,B
std-8250,female,E,some college,1,0,30,90,100,79,299,B
std-8251,female,D,some college,1,0,91,54,83,56,284,B
std-8252,female,E,master's degree,1,0,59,65,72,62,258,B
std-8253,female,C,high school,1,1,36,86,74,45,241,C
std-8254,female,B,master's degree,0,0,55,65,84,84,288,B
std-8255,female,C,some college,0,1,75,40,95,96,306,B
std-8256,female,C,associate's degree,1,1,80,100,55,65,300,B
std-8257,female,C,some college,1,1,68,68,77,53,266,B
std-8258,female,A,master's degree,1,0,60,98,85,92,335,A
std-8259,female,D,some college,1,0,73,60,90,83,306,B
std-8260,female,E,some high school,1,0,99,53,56,73,281,B
std-8261,female,E,associate's degree,1,1,71,93,69,58,291,B
std-8262,female,A,bachelor's degree,0,0,50,79,80,56,265,B
std-8263,female,C,associate's degree,1,0,55,69,78,82,284,B
std-8264,female,D,associate's degree,1,1,45,48,76,43,212,C
std-8265,female,B,high school,1,0,100,34,82,61,277,B
std-8266,female,D,some high school,1,0,66,38,69,61,234,C
std-8267,female,C,master's degree,0,0,27,91,55,70,243,C
std-8268,female,D,some high school,1,0,58,41,54,85,238,C
std-8269,female,E,bachelor's degree,1,0,100,65,84,58,307,B
std-8270,female,D,bachelor's degree,1,0,69,60,81,67,277,B
std-8271,female,D,associate's degree,1,1,93,92,100,36,321,A
std-8272,female,C,associate's degree,0,0,58,79,93,41,271,B
std-8273,female,B,some high school,0,1,33,73,49,51,206,C
std-8274,female,B,some college,1,0,76,70,80,66,292,B
std-8275,female,A,some college,1,1,67,68,62,90,287,B
std-8276,female,C,high school,1,0,28,60,56,75,219,C
std-8277,female,E,high school,1,1,72,74,53,62,261,B
std-8278,female,D,some high school,1,0,27,61,81,82,251,B
std-8279,female,B,high school,1,0,42,60,39,55,196,D
std-8280,female,D,associate's degree,1,0,57,42,93,50,242,C
std-8281,female,B,bachelor's degree,1,0,62,41,58,75,236,C
std-8282,female,E,high school,1,0,27,94,100,94,315,B
std-8283,female,D,some college,1,1,77,85,80,55,297,B
std-8284,female,C,some college,1,1,83,24,84,80,271,B
std-8285,female,C,associate's degree,1,0,60,82,53,67,262,B
std-8286,female,D,some college,1,1,43,56,69,63,231,C
std-8287,female,D,high school,0,1,47,80,83,41,251,B
std-8288,female,E,high school,1,1,65,76,98,67,306,B
std-8289,female,D,associate's degree,1,1,68,59,84,64,275,B
std-8290,female,E,associate's degree,0,1,71,39,87,75,272,B
std-8291,female,E,some high school,1,0,36,40,100,67,243,C
std-8292,female,C,associate's degree,0,0,63,34,53,51,201,C
std-8293,female,C,bachelor's degree,1,1,59,76,73,88,296,B
std-8294,female,D,high school,1,1,62,72,54,48,236,C
std-8295,female,C,some high school,1,0,64,53,72,59,248,C
std-8296,female,B,associate's degree,0,0,51,40,75,78,244,C
std-8297,female,A,some high school,1,0,39,72,62,92,265,B
std-8298,female,D,associate's degree,1,0,92,23,87,77,279,B
std-8299,female,D,some high school,1,0,67,54,76,64,261,B
std-8300,female,C,some college,1,0,91,68,77,62,298,B
std-8301,female,E,bachelor's degree,0,1,54,68,58,76,256,B
std-8302,female,E,high school,0,0,76,49,91,86,302,B
std-8303,female,D,associate's degree,1,1,80,73,73,90,316,B
std-8304,female,C,associate's degree,1,0,57,79,69,79,284,B
std-8305,female,A,associate's degree,1,0,72,58,80,69,279,B
std-8306,female,A,high school,0,1,59,70,65,53,247,C
std-8307,female,A,some college,1,0,66,69,72,60,267,B
std-8308,female,B,associate's degree,1,0,54,70,55,53,232,C
std-8309,female,E,high school,1,0,76,82,89,24,271,B
std-8310,female,A,some high school,1,0,49,100,66,83,298,B
std-8311,female,E,associate's degree,0,0,36,70,67,36,209,C
std-8312,female,A,some college,1,0,74,82,79,57,292,B
std-8313,female,D,bachelor's degree,1,0,48,40,85,34,207,C
std-8314,female,D,some high school,0,1,64,54,62,39,219,C
std-8315,female,C,high school,1,1,63,38,81,60,242,C
std-8316,female,C,associate's degree,1,0,41,86,71,77,275,B
std-8317,female,D,high school,0,0,87,66,100,74,327,A
std-8318,female,C,some high school,1,1,66,98,68,88,320,A
std-8319,female,C,associate's degree,1,0,32,69,92,57,250,B
std-8320,female,B,some high school,1,0,73,93,73,62,301,B
std-8321,female,E,some college,1,0,32,76,100,60,268,B
std-8322,female,C,associate's degree,0,0,79,56,77,82,294,B
std-8323,female,D,some college,1,1,48,85,97,70,300,B
std-8324,female,C,associate's degree,1,1,40,53,65,37,195,D
std-8325,female,C,some college,1,0,55,73,66,53,247,C
std-8326,female,D,some high school,1,0,93,83,60,91,327,A
std-8327,female,B,some high school,1,0,68,46,90,55,259,B
std-8328,female,C,high school,1,0,48,38,93,43,222,C
std-8329,female,E,associate's degree,0,0,61,87,46,64,258,B
std-8330,female,A,bachelor's degree,1,1,76,80,99,88,343,A
std-8331,female,D,associate's degree,1,0,45,75,71,64,255,B
std-8332,female,E,master's degree,1,0,76,91,79,58,304,B
std-8333,female,E,some high school,0,0,66,65,81,70,282,B
std-8334,female,D,high school,1,1,79,76,100,92,347,A
std-8335,female,B,high school,1,0,51,56,76,58,241,C
std-8336,female,B,associate's degree,1,0,99,51,63,43,256,B
std-8337,female,D,some college,0,0,82,80,69,76,307,B
std-8338,female,C,some high school,1,1,72,96,87,96,351,A
std-8339,female,E,associate's degree,1,1,85,43,80,55,263,B
std-8340,female,D,some college,1,0,53,43,50,80,226,C
std-8341,female,B,associate's degree,0,1,66,55,45,80,246,C
std-8342,female,C,some college,1,0,79,54,67,66,266,B
std-8343,female,D,associate's degree,0,0,53,42,39,66,200,C
std-8344,female,B,associate's degree,0,0,36,82,74,45,237,C
std-8345,female,B,master's degree,1,1,39,78,95,55,267,B
std-8346,female,D,some high school,1,0,72,62,87,41,262,B
std-8347,female,A,high school,0,1,65,83,56,52,256,B
std-8348,female,C,high school,1,1,50,79,100,66,295,B
std-8349,female,E,associate's degree,1,0,100,60,67,86,313,B
std-8350,female,A,bachelor's degree,1,0,80,61,72,41,254,B
std-8351,female,D,some college,1,0,89,26,68,62,245,C
std-8352,female,D,associate's degree,1,1,58,75,79,52,264,B
std-8353,female,A,associate's degree,1,0,72,53,91,82,298,B
std-8354,female,A,some college,1,1,70,65,92,50,277,B
std-8355,female,A,some college,1,0,89,100,56,74,319,B
std-8356,female,C,high school,1,1,45,54,79,57,235,C
std-8357,female,D,bachelor's degree,1,0,76,31,94,89,290,B
std-8358,female,C,some college,0,1,87,37,100,94,318,B
std-8359,female,D,some high school,1,0,65,37,90,88,280,B
std-8360,female,A,master's degree,1,1,93,84,84,79,340,A
std-8361,female,A,bachelor's degree,0,0,51,80,85,62,278,B
std-8362,female,B,some college,1,0,69,76,53,66,264,B
std-8363,female,C,associate's degree,1,1,39,57,92,88,276,B
std-8364,female,B,associate's degree,0,0,36,44,71,66,217,C
std-8365,female,D,high school,0,0,55,44,87,30,216,C
std-8366,female,A,associate's degree,1,0,71,71,99,45,286,B
std-8367,female,B,some college,1,0,63,74,95,47,279,B
std-8368,female,C,associate's degree,1,1,27,46,61,56,190,D
std-8369,female,B,high school,0,0,82,55,91,58,286,B
std-8370,female,C,associate's degree,1,1,51,54,100,96,301,B
std-8371,female,E,some high school,0,0,59,69,82,72,282,B
std-8372,female,C,associate's degree,1,1,88,89,53,58,288,B
std-8373,female,C,bachelor's degree,1,0,37,45,77,29,188,D
std-8374,female,D,associate's degree,0,0,51,75,97,68,291,B
std-8375,female,C,high school,1,0,97,61,70,66,294,B
std-8376,female,B,some college,0,0,69,75,69,30,243,C
std-8377,female,C,bachelor's degree,1,0,40,79,72,77,268,B
std-8378,female,D,high school,1,1,91,88,91,72,342,A
std-8379,female,A,bachelor's degree,0,1,58,100,65,59,282,B
std-8380,female,E,high school,1,0,57,100,72,86,315,B
std-8381,female,E,associate's degree,0,0,75,63,74,68,280,B
std-8382,female,D,bachelor's degree,1,0,82,98,95,82,357,A
std-8383,female,C,master's degree,1,0,50,31,56,47,184,D
std-8384,female,E,high school,1,0,75,68,42,69,254,B
std-8385,female,C,associate's degree,0,0,67,56,94,57,274,B
std-8386,female,E,some college,1,1,58,59,100,72,289,B
std-8387,female,C,high school,1,0,80,79,55,84,298,B
std-8388,female,D,some college,0,0,70,43,69,89,271,B
std-8389,female,C,some college,1,0,100,61,61,59,281,B
std-8390,female,A,bachelor's degree,0,0,46,64,79,41,230,C
std-8391,female,E,bachelor's degree,1,0,86,42,68,62,258,B
std-8392,female,A,some high school,1,1,46,41,76,81,244,C
std-8393,female,B,high school,1,0,78,56,76,46,256,B
std-8394,female,B,some high school,1,0,72,93,89,95,349,A
std-8395,female,E,some college,1,1,62,87,92,75,316,B
std-8396,female,D,some high school,0,1,84,93,70,54,301,B
std-8397,female,D,some high school,1,0,71,30,56,69,226,C
std-8398,female,E,bachelor's degree,1,1,89,53,86,85,313,B
std-8399,female,A,associate's degree,1,0,35,47,77,63,222,C
std-8400,female,E,master's degree,1,1,57,100,84,97,338,A
std-8401,female,D,master's degree,1,0,33,78,60,61,232,C
std-8402,female,C,some high school,0,0,65,58,60,49,232,C
std-8403,female,D,some high school,1,0,62,76,100,42,280,B
std-8404,female,A,some high school,0,0,57,73,100,78,308,B
std-8405,female,A,some high school,1,1,89,55,66,35,245,C
std-8406,female,D,high school,0,0,48,100,54,90,292,B
std-8407,female,E,master's degree,0,0,48,78,67,71,264,B
std-8408,female,B,some high school,0,0,44,73,89,97,303,B
std-8409,female,A,some high school,0,0,64,68,85,78,295,B
std-8410,female,D,bachelor's degree,0,0,27,85,81,69,262,B
std-8411,female,A,master's degree,0,0,60,51,69,44,224,C
std-8412,female,B,bachelor's degree,0,1,91,84,89,59,323,A
std-8413,female,C,some high school,0,0,51,87,74,84,296,B
std-8414,female,E,some high school,1,0,80,77,87,39,283,B
std-8415,female,B,high school,1,1,29,100,72,72,273,B
std-8416,female,A,associate's degree,1,0,32,50,38,94,214,C
std-8417,female,B,high school,1,1,34,100,76,93,303,B
std-8418,female,D,some high school,1,1,47,51,93,80,271,B
std-8419,female,C,some college,0,0,49,76,96,68,289,B
std-8420,female,D,associate's degree,1,1,52,100,60,81,293,B
std-8421,female,E,associate's degree,1,1,50,64,65,86,265,B
std-8422,female,C,high school,1,1,51,68,100,87,306,B
std-8423,female,D,some high school,0,0,37,71,92,74,274,B
std-8424,female,B,some college,1,0,86,46,74,59,265,B
std-8425,female,D,master's degree,1,0,50,38,100,100,288,B
std-8426,female,C,high school,1,1,49,89,76,89,303,B
std-8427,female,D,high school,1,0,49,61,78,53,241,C
std-8428,female,C,associate's degree,1,1,83,57,64,62,266,B
std-8429,female,C,some college,0,1,89,37,76,72,274,B
std-8430,female,A,associate's degree,1,0,65,44,90,70,269,B
std-8431,female,A,high school,1,1,72,59,98,75,304,B
std-8432,female,D,some high school,1,0,74,69,88,77,308,B
std-8433,female,E,high school,0,0,71,52,47,42,212,C
std-8434,female,A,some college,1,1,60,58,86,66,270,B
std-8435,female,D,some college,1,0,61,45,29,89,224,C
std-8436,female,B,some high school,0,0,70,59,94,83,306,B
std-8437,female,C,master's degree,1,0,40,32,24,55,151,D
std-8438,female,D,some college,1,0,95,73,98,76,342,A
std-8439,female,C,bachelor's degree,1,1,47,95,63,93,298,B
std-8440,female,C,high school,1,0,50,100,78,33,261,B
std-8441,female,B,associate's degree,1,1,84,98,96,84,362,A
std-8442,female,E,high school,0,0,32,81,100,100,313,B
std-8443,female,C,associate's degree,1,0,67,67,77,83,294,B
std-8444,female,D,associate's degree,0,1,58,60,81,69,268,B
std-8445,female,C,bachelor's degree,1,0,100,84,100,90,374,A
std-8446,female,C,high school,1,1,33,80,48,97,258,B
std-8447,female,B,high school,0,1,50,92,87,80,309,B
std-8448,female,E,some college,1,0,50,53,50,84,237,C
std-8449,female,B,high school,1,1,47,58,82,58,245,C
std-8450,female,C,bachelor's degree,1,1,62,100,62,94,318,B
std-8451,female,B,some college,0,0,71,71,78,44,264,B
std-8452,female,E,bachelor's degree,1,1,69,55,84,71,279,B
std-8453,female,E,associate's degree,1,0,39,80,76,86,281,B
std-8454,female,B,master's degree,1,0,43,82,84,95,304,B
std-8455,female,D,some high school,1,1,31,97,82,74,284,B
std-8456,female,D,some high school,1,0,64,61,96,47,268,B
std-8457,female,C,some college,0,1,62,99,81,89,331,A
std-8458,female,D,high school,1,0,59,70,100,94,323,A
std-8459,female,C,some college,1,0,56,91,86,66,299,B
std-8460,female,B,master's degree,1,0,65,65,78,46,254,B
std-8461,female,C,high school,1,1,67,96,57,81,301,B
std-8462,female,C,high school,1,1,69,76,66,67,278,B
std-8463,female,E,bachelor's degree,1,0,63,55,65,67,250,B
std-8464,female,B,bachelor's degree,1,0,51,80,92,100,323,A
std-8465,female,D,high school,1,0,64,94,73,59,290,B
std-8466,female,A,some college,0,1,59,37,85,80,261,B
std-8467,female,D,some college,1,1,52,80,88,72,292,B
std-8468,female,B,high school,1,0,53,82,65,100,300,B
std-8469,female,D,some high school,0,1,57,77,100,37,271,B
std-8470,female,B,bachelor's degree,1,0,58,81,92,85,316,B
std-8471,female,E,bachelor's degree,1,1,63,37,78,51,229,C
std-8472,female,B,some college,0,0,57,58,89,68,272,B
std-8473,female,C,master's degree,1,0,39,67,58,63,227,C
std-8474,female,E,some college,0,1,32,75,94,52,253,B
std-8475,female,C,high school,1,1,91,76,74,33,274,B
std-8476,female,C,some college,1,1,27,96,92,75,290,B
std-8477,female,D,bachelor's degree,1,0,68,100,67,62,297,B
std-8478,female,C,some high school,1,0,68,100,67,41,276,B
std-8479,female,D,some high school,1,1,27,100,64,100,291,B
std-8480,female,D,high school,1,1,58,61,61,47,227,C
std-8481,female,C,some college,1,0,74,35,62,68,239,C
std-8482,female,D,master's degree,1,0,40,70,70,65,245,C
std-8483,female,D,some college,1,0,60,67,53,59,239,C
std-8484,female,E,some college,1,0,27,89,82,75,273,B
std-8485,female,C,some college,0,0,65,72,45,34,216,C
std-8486,female,D,associate's degree,1,1,71,60,51,25,207,C
std-8487,female,B,associate's degree,0,0,43,73,69,87,272,B
std-8488,female,C,some high school,1,0,63,68,87,63,281,B
std-8489,female,C,high school,1,1,72,58,85,81,296,B
std-8490,female,C,bachelor's degree,0,0,56,83,77,60,276,B
std-8491,female,A,master's degree,1,0,65,65,48,68,246,C
std-8492,female,E,some college,1,1,79,26,69,90,264,B
std-8493,female,C,master's degree,0,1,92,51,71,39,253,B
std-8494,female,B,associate's degree,1,0,100,66,82,65,313,B
std-8495,female,D,some high school,1,1,89,54,100,95,338,A
std-8496,female,B,bachelor's degree,0,1,49,78,69,88,284,B
std-8497,female,C,some high school,1,0,60,84,45,58,247,C
std-8498,female,E,high school,0,0,92,80,86,62,320,A
std-8499,female,C,associate's degree,0,1,36,83,99,81,299,B
std-8500,female,D,associate's degree,0,0,78,100,75,63,316,B
std-8501,female,D,some high school,0,1,72,86,55,68,281,B
std-8502,female,A,high school,1,1,31,91,78,58,258,B
std-8503,female,C,high school,1,0,60,67,100,55,282,B
std-8504,female,E,high school,0,1,64,67,90,74,295,B
std-8505,female,C,some high school,1,1,27,72,73,75,247,C
std-8506,female,B,high school,1,1,27,100,96,74,297,B
std-8507,female,D,some high school,1,0,47,45,73,61,226,C
std-8508,female,C,some college,1,1,70,73,86,31,260,B
std-8509,female,C,high school,1,0,93,55,93,70,311,B
std-8510,female,B,some college,1,1,98,36,88,66,288,B
std-8511,female,A,some high school,1,0,71,83,90,85,329,A
std-8512,female,D,some college,0,1,67,59,72,67,265,B
std-8513,female,A,some college,1,0,74,48,75,62,259,B
std-8514,female,A,bachelor's degree,0,1,58,68,59,82,267,B
std-8515,female,E,high school,1,0,44,86,72,53,255,B
std-8516,female,D,some college,0,0,44,54,100,86,284,B
std-8517,female,D,bachelor's degree,0,0,51,77,67,56,251,B
std-8518,female,C,some high school,1,0,51,48,65,78,242,C
std-8519,female,B,associate's degree,0,1,71,69,69,74,283,B
std-8520,female,C,associate's degree,0,1,70,31,70,71,242,C
std-8521,female,C,some high school,0,0,47,100,47,72,266,B
std-8522,female,D,some college,1,0,37,58,68,43,206,C
std-8523,female,B,master's degree,1,0,81,74,85,90,330,A
std-8524,female,C,some college,0,0,67,62,75,38,242,C
std-8525,female,C,some college,0,1,56,79,94,54,283,B
std-8526,female,A,some high school,1,0,80,73,90,100,343,A
std-8527,female,C,some high school,1,1,64,92,89,98,343,A
std-8528,female,E,some college,1,0,32,91,94,80,297,B
std-8529,female,C,associate's degree,1,0,71,67,75,71,284,B
std-8530,female,A,associate's degree,0,1,69,54,74,37,234,C
std-8531,female,E,associate's degree,0,0,73,65,84,45,267,B
std-8532,female,E,some high school,1,0,52,54,85,66,257,B
std-8533,female,B,associate's degree,1,0,58,61,69,50,238,C
std-8534,female,D,some high school,0,0,34,82,71,100,287,B
std-8535,female,B,some high school,0,1,54,80,90,69,293,B
std-8536,female,B,master's degree,0,0,27,89,69,31,216,C
std-8537,female,C,some high school,1,0,74,77,48,70,269,B
std-8538,female,D,high school,1,1,59,73,65,86,283,B
std-8539,female,C,bachelor's degree,1,0,69,70,94,68,301,B
std-8540,female,A,associate's degree,0,0,62,58,88,100,308,B
std-8541,female,E,some college,1,0,58,48,60,82,248,C
std-8542,female,D,some high school,1,1,60,77,81,57,275,B
std-8543,female,B,some high school,0,0,77,86,68,75,306,B
std-8544,female,C,some high school,1,0,36,37,70,100,243,C
std-8545,female,A,associate's degree,0,0,27,49,61,40,177,D
std-8546,female,E,some high school,1,1,78,48,46,49,221,C
